anio,iditem,monto_estandar,cantidad_estandar,unidad_estandar
2019,1828,19869,2,UNIDADES
2019,1828,17874,1,UNIDADES
2019,1828,17365,4,UNIDADES
2019,1828,16138,1,UNIDADES
2019,1828,8996,2,UNIDADES
2019,1828,10038,3,UNIDADES
2019,1828,25142,1,UNIDADES
2019,1828,8051,1,UNIDADES
2019,1828,10779,4,UNIDADES
2019,1828,16851,2,UNIDADES
2019,1828,14857,1,UNIDADES
2019,1828,16260,30,UNIDADES
2019,1828,17418,3,UNIDADES
2019,1828,19836,2,UNIDADES
2019,1828,25491,1,UNIDADES
2019,1828,28324,1,UNIDADES
2019,1828,8794,15,UNIDADES
2019,1828,23652,7,UNIDADES
2019,1828,17904,2,UNIDADES
2019,1828,19649,2,UNIDADES
2019,1828,5113,16,UNIDADES
2019,1828,11098,7,UNIDADES
2019,1828,18547,1,UNIDADES
2019,1828,24496,4,UNIDADES
2019,1828,11261,20,UNIDADES
2019,1828,14629,7,UNIDADES
2019,1828,6222,1,UNIDADES
2019,1828,22821,4,UNIDADES
2019,1828,19142,1,UNIDADES
2019,1828,19101,3,UNIDADES
2019,1828,9839,1,UNIDADES
2019,1828,19712,2,UNIDADES
2019,1828,16122,2,UNIDADES
2019,1828,12785,18,UNIDADES
2019,1828,21892,6,UNIDADES
2019,1828,25406,1,UNIDADES
2019,1828,11099,10,UNIDADES
2019,1828,10594,5,UNIDADES
2019,1828,13874,5,UNIDADES
2019,1828,17516,2,UNIDADES
2019,1828,5286,4,UNIDADES
2019,1828,16138,1,UNIDADES
2019,1828,6032,23,UNIDADES
2019,1828,16068,25,UNIDADES
2019,1828,18269,1,UNIDADES
2019,1828,13896,6,UNIDADES
2019,1828,5729,1,UNIDADES
2019,1828,7722,1,UNIDADES
2020,1828,16542,3,UNIDADES
2020,1828,19515,3,UNIDADES
2020,1828,21319,5,UNIDADES
2020,1828,16126,5,UNIDADES
2020,1828,18748,3,UNIDADES
2019,1828,26388,1,UNIDADES
2019,1828,11165,1,UNIDADES
2019,1828,10725,2,UNIDADES
2019,1828,7170,2,UNIDADES
2019,1828,14804,1,UNIDADES
2019,1828,17287,1,UNIDADES
2019,1828,17287,1,UNIDADES
2020,1828,19295,10,UNIDADES
2019,1828,8667,1,UNIDADES
2019,1828,11929,10,UNIDADES
2019,1828,9253,1,UNIDADES
2019,1828,8617,1,UNIDADES
2019,1828,24916,1,UNIDADES
2019,1828,11921,1,UNIDADES
2019,1828,7632,2,UNIDADES
2019,1828,21415,6,UNIDADES
2019,1828,16818,10,UNIDADES
2019,1828,16515,2,UNIDADES
2019,1828,8817,20,UNIDADES
2019,1828,19816,1,UNIDADES
2019,1828,22156,60,UNIDADES
2019,1828,13659,80,UNIDADES
2019,1828,19112,40,UNIDADES
2019,1828,7856,2,UNIDADES
2019,1828,7329,1,UNIDADES
2019,1828,5905,1,UNIDADES
2019,1828,32645,1,UNIDADES
2019,1828,35375,1,UNIDADES
2020,1828,35680,1,UNIDADES
2019,1828,18244,1,UNIDADES
2020,1828,5466,2,UNIDADES
2019,1828,21170,1,UNIDADES
2020,1828,18238,1,UNIDADES
2020,1828,14219,1,UNIDADES
2020,1828,10462,2,UNIDADES
2020,1828,28073,1,UNIDADES
2019,1828,20441,2,UNIDADES
2019,1828,12955,5,UNIDADES
2019,1828,17651,1,UNIDADES
2019,1828,16601,1,UNIDADES
2020,1828,18778,20,UNIDADES
2020,1828,13837,11,UNIDADES
2020,1828,11767,6,UNIDADES
2019,1828,16589,1,UNIDADES
2019,1828,16589,1,UNIDADES
2019,1828,34475,1,UNIDADES
2019,1828,5000,5,UNIDADES
2019,1828,14738,10,UNIDADES
2019,1828,16104,1,UNIDADES
2019,1828,26285,1,UNIDADES
2019,1828,5000,3,UNIDADES
2019,1828,8486,1,UNIDADES
2019,1828,25398,1,UNIDADES
2019,1828,13129,75,UNIDADES
2020,1828,23586,1,UNIDADES
2020,1828,20736,1,UNIDADES
2020,1828,9747,1,UNIDADES
2020,1828,20791,1,UNIDADES
2020,1828,31408,1,UNIDADES
2020,1828,5467,1,UNIDADES
2020,1828,23874,1,UNIDADES
2020,1828,21322,1,UNIDADES
2020,1828,18898,2,UNIDADES
2020,1828,13989,1,UNIDADES
2020,1828,12572,15,UNIDADES
2020,1828,7067,25,UNIDADES
2020,1828,11330,43,UNIDADES
2020,1828,8424,1,UNIDADES
2020,1828,10971,4,UNIDADES
2020,1828,25962,7,UNIDADES
2020,1828,14689,2,UNIDADES
2020,1828,9358,1,UNIDADES
2020,1828,11212,1,UNIDADES
2020,1828,27022,1,UNIDADES
2020,1828,14688,1,UNIDADES
2020,1828,14688,1,UNIDADES
2020,1828,13828,3,UNIDADES
2020,1828,11449,1,UNIDADES
2020,1828,28647,1,UNIDADES
2020,1828,28647,1,UNIDADES
2020,1828,28647,1,UNIDADES
2020,1828,28647,1,UNIDADES
2020,1828,28701,1,UNIDADES
2020,1828,7138,18,UNIDADES
2020,1828,24895,1,UNIDADES
2020,1828,25235,1,UNIDADES
2020,1828,7116,1,UNIDADES
2020,1828,13036,3,UNIDADES
2020,1828,9962,10,UNIDADES
2021,1828,24269,4,UNIDADES
2021,1828,26152,4,UNIDADES
2020,1828,7524,2,UNIDADES
2020,1828,13553,2,UNIDADES
2020,1828,23252,1,UNIDADES
2020,1828,3771,1,UNIDADES
2020,1828,29881,1,UNIDADES
2020,1828,19178,2,UNIDADES
2021,1828,24841,1,UNIDADES
2020,1828,11572,2,UNIDADES
2020,1828,26654,2,UNIDADES
2020,1828,23823,1,UNIDADES
2020,1828,37241,4,UNIDADES
2020,1828,10312,30,UNIDADES
2020,1828,27326,1,UNIDADES
2020,1828,11475,2,UNIDADES
2020,1828,27170,1,UNIDADES
2020,1828,19232,3,UNIDADES
2020,1828,14033,1,UNIDADES
2021,1828,10966,2,UNIDADES
2021,1828,25940,4,UNIDADES
2021,1828,32141,2,UNIDADES
2021,1828,31523,3,UNIDADES
2021,1828,33537,1,UNIDADES
2021,1828,11505,2,UNIDADES
2020,1828,7901,2,UNIDADES
2020,1828,18948,1,UNIDADES
2020,1828,10895,32,UNIDADES
2020,1828,32335,6,UNIDADES
2020,1828,18111,6,UNIDADES
2020,1828,14566,1,UNIDADES
2021,1828,20036,1,UNIDADES
2020,1828,19988,1,UNIDADES
2020,1828,10895,2,UNIDADES
2020,1828,7077,18,UNIDADES
2020,1828,11885,1,UNIDADES
2020,1828,38446,2,UNIDADES
2020,1828,10842,1,UNIDADES
2020,1828,16117,2,UNIDADES
2020,1828,28262,1,UNIDADES
2020,1828,11365,1,UNIDADES
2020,1828,35857,1,UNIDADES
2020,1828,20006,1,UNIDADES
2020,1828,11607,2,UNIDADES
2020,1828,17314,35,UNIDADES
2020,1828,10608,1,UNIDADES
2020,1828,10608,2,UNIDADES
2021,1828,26894,38,UNIDADES
2021,1828,22518,2,UNIDADES
2020,1828,11572,1,UNIDADES
2020,1828,19857,3,UNIDADES
2021,1828,18662,1,UNIDADES
2021,1828,23309,1,UNIDADES
2021,1828,31815,1,UNIDADES
2021,1828,34866,1,UNIDADES
2021,1828,30653,1,UNIDADES
2021,1828,18641,2,UNIDADES
2021,1828,11312,6,UNIDADES
2021,1828,12516,2,UNIDADES
2021,1828,6900,4,UNIDADES
2021,1828,10778,1,UNIDADES
2021,1828,14010,4,UNIDADES
2021,1828,10538,1,UNIDADES
2021,1828,10810,1,UNIDADES
2021,1828,11514,5,UNIDADES
2021,1828,11651,100,UNIDADES
2021,1828,9461,1,UNIDADES
2021,1828,23214,1,UNIDADES
2021,1828,7112,1,UNIDADES
2021,1828,21533,1,UNIDADES
2021,1828,14803,2,UNIDADES
2021,1828,27568,1,UNIDADES
2021,1828,9365,1,UNIDADES
2021,1828,22378,1,UNIDADES
2021,1828,16402,1,UNIDADES
2021,1828,6632,10,UNIDADES
2021,1828,14271,1,UNIDADES
2021,1828,14271,1,UNIDADES
2021,1828,15776,2,UNIDADES
2021,1828,27568,1,UNIDADES
2021,1828,4510,30,UNIDADES
2021,1828,25051,30,UNIDADES
2021,1828,10599,6,UNIDADES
2021,1828,11513,15,UNIDADES
2021,1828,11018,3,UNIDADES
2021,1828,15188,11,UNIDADES
2021,1828,17625,1,UNIDADES
2021,1828,13623,1,UNIDADES
2021,1828,32313,1,UNIDADES
2021,1828,16486,5,UNIDADES
2021,1828,29739,1,UNIDADES
2021,1828,31389,1,UNIDADES
2021,1828,22207,1,UNIDADES
2021,1828,13323,10,UNIDADES
2021,1828,11051,15,UNIDADES
2021,1828,15024,1,UNIDADES
2021,1828,8887,1,UNIDADES
2021,1828,9919,4,UNIDADES
2021,1828,25061,12,UNIDADES
2021,1828,27534,4,UNIDADES
2021,1828,14927,1,UNIDADES
2021,1828,33756,1,UNIDADES
2021,1828,13219,38,UNIDADES
2021,1828,16010,5,UNIDADES
2021,1828,31300,1,UNIDADES
2021,1828,19769,1,UNIDADES
2021,1828,3637,1,UNIDADES
2021,1828,35781,1,UNIDADES
2021,1828,21760,1,UNIDADES
2021,1828,12679,1,UNIDADES
2021,1828,24673,1,UNIDADES
2021,1828,18479,15,UNIDADES
2021,1828,14135,1,UNIDADES
2021,1828,23607,1,UNIDADES
2021,1828,12970,2,UNIDADES
2021,1828,16668,1,UNIDADES
2021,1828,20849,1,UNIDADES
2021,1828,13207,2,UNIDADES
2021,1828,29457,2,UNIDADES
2021,1828,33716,2,UNIDADES
2021,1828,21759,24,UNIDADES
2021,1828,19662,17,UNIDADES
2021,1828,32009,1,UNIDADES
2021,1828,18434,1,UNIDADES
2021,1828,18697,30,UNIDADES
2021,1828,16660,1,UNIDADES
2021,1828,13188,1,UNIDADES
2021,1828,16660,1,UNIDADES
2021,1828,10936,6,UNIDADES
2021,1828,10571,1,UNIDADES
2021,1828,7037,2,UNIDADES
2021,1828,17250,1,UNIDADES
2021,1828,30987,1,UNIDADES
2021,1828,19803,2,UNIDADES
2021,1828,18906,1,UNIDADES
2021,1828,14364,1,UNIDADES
2021,1828,23066,1,UNIDADES
2021,1828,31997,1,UNIDADES
2021,1828,31997,1,UNIDADES
2021,1828,35406,8,UNIDADES
2021,1828,22829,8,UNIDADES
2021,1828,32639,1,UNIDADES
2021,1828,13980,10,UNIDADES
2021,1828,12741,20,UNIDADES
2021,1828,21433,5,UNIDADES
2021,1828,14820,1,UNIDADES
2021,1828,13915,4,UNIDADES
2021,1828,20997,1,UNIDADES
2021,1828,18687,2,UNIDADES
2021,1828,20155,5,UNIDADES
2021,1828,24000,1,UNIDADES
2021,1828,23006,1,UNIDADES
2021,1828,14528,2,UNIDADES
2021,1828,22250,5,UNIDADES
2021,1828,10223,1,UNIDADES
2021,1828,9791,7,UNIDADES
2021,1828,9605,26,UNIDADES
2021,1828,37167,2,UNIDADES
2021,1828,9462,1,UNIDADES
2021,1828,24298,14,UNIDADES
2021,1828,16534,5,UNIDADES
2021,1828,34983,1,UNIDADES
2021,1828,14175,1,UNIDADES
2021,1828,11033,3,UNIDADES
2021,1828,20618,1,UNIDADES
2021,1828,14175,1,UNIDADES
2021,1828,11672,1,UNIDADES
2021,1828,10223,1,UNIDADES
2021,1828,13245,4,UNIDADES
2021,1828,18004,13,UNIDADES
2021,1828,6732,4,UNIDADES
2021,1828,19447,10,UNIDADES
2021,1828,22704,50,UNIDADES
2021,1828,26068,1,UNIDADES
2021,1828,22434,2,UNIDADES
2021,1828,16870,1,UNIDADES
2021,1828,20135,1,UNIDADES
2021,1828,22434,2,UNIDADES
2021,1828,31617,2,UNIDADES
2021,1828,36654,1,UNIDADES
2021,1828,14111,1,UNIDADES
2021,1828,17072,1,UNIDADES
2021,1828,13980,7,UNIDADES
2021,1828,12741,12,UNIDADES
2017,1828,8928,168,UNIDADES
2017,1828,12410,1,UNIDADES
2017,1828,11666,200,UNIDADES
2017,1828,10115,1,UNIDADES
2017,1828,9157,336,UNIDADES
2017,1828,11479,3,UNIDADES
2017,1828,9385,124,UNIDADES
2017,1828,4425,1,UNIDADES
2017,1828,12319,29,UNIDADES
2017,1828,13263,1,UNIDADES
2018,1828,17310,100,UNIDADES
2017,1828,35953,1,UNIDADES
2017,1828,10243,14,UNIDADES
2017,1828,9440,123,UNIDADES
2017,1828,9389,280,UNIDADES
2018,1828,13565,525,UNIDADES
2017,1828,17761,1,UNIDADES
2018,1828,10988,43,UNIDADES
2017,1828,13168,1,UNIDADES
2017,1828,27710,3,UNIDADES
2017,1828,19313,26,UNIDADES
2018,1828,34232,2,UNIDADES
2018,1828,34232,2,UNIDADES
2017,1828,12578,21,UNIDADES
2018,1828,8902,56,UNIDADES
2018,1828,18154,3,UNIDADES
2018,1828,13844,10,UNIDADES
2018,1828,8494,50,UNIDADES
2018,1828,8675,200,UNIDADES
2018,1828,11975,3,UNIDADES
2018,1828,4190,5,UNIDADES
2018,1828,10942,40,UNIDADES
2018,1828,9313,10,UNIDADES
2018,1828,3978,12,UNIDADES
2018,1828,4216,3,UNIDADES
2018,1828,9850,101,UNIDADES
2018,1828,19131,1,UNIDADES
2019,1828,11771,600,UNIDADES
2018,1828,9043,200,UNIDADES
2018,1828,9830,2,UNIDADES
2018,1828,9830,15,UNIDADES
2018,1828,9632,84,UNIDADES
2018,1828,13738,10,UNIDADES
2018,1828,23209,1,UNIDADES
2019,1828,31902,3,UNIDADES
2018,1828,9995,13,UNIDADES
2018,1828,12637,9,UNIDADES
2018,1828,9663,17,UNIDADES
2018,1828,13781,1,UNIDADES
2019,1828,6301,1,UNIDADES
2019,1828,13416,5,UNIDADES
2019,1828,9730,9,UNIDADES
2019,1828,9629,3,UNIDADES
2019,1828,12359,3,UNIDADES
2019,1828,10589,30,UNIDADES
2019,1828,10301,4,UNIDADES
2019,1828,10068,200,UNIDADES
2019,1828,28589,1,UNIDADES
2019,1828,10527,30,UNIDADES
2019,1828,30470,1,UNIDADES
2019,1828,11557,40,UNIDADES
2019,1828,17521,17,UNIDADES
2019,1828,7951,15,UNIDADES
2019,1828,13457,14,UNIDADES
2019,1828,29963,1,UNIDADES
2019,1828,10696,9,UNIDADES
2019,1828,7831,23,UNIDADES
2019,1828,13450,14,UNIDADES
2019,1828,9328,161,UNIDADES
2019,1828,10284,200,UNIDADES
2019,1828,4208,10,UNIDADES
2019,1828,12237,2,UNIDADES
2019,1828,13982,11,UNIDADES
2020,1828,15119,1,UNIDADES
2019,1828,9257,81,UNIDADES
2019,1828,15190,30,UNIDADES
2019,1828,12163,2,UNIDADES
2019,1828,9183,5,UNIDADES
2020,1828,13641,10,UNIDADES
2020,1828,8978,5,UNIDADES
2020,1828,19304,3,UNIDADES
2020,1828,13739,1,UNIDADES
2020,1828,9084,10,UNIDADES
2020,1828,10886,86,UNIDADES
2020,1828,17845,100,UNIDADES
2020,1828,16825,10,UNIDADES
2020,1828,12748,34,UNIDADES
2020,1828,13945,13,UNIDADES
2020,1828,12110,50,UNIDADES
2020,1828,15952,40,UNIDADES
2020,1828,14076,200,UNIDADES
2020,1828,13885,30,UNIDADES
2020,1828,12901,10,UNIDADES
2020,1828,13196,7,UNIDADES
2020,1828,15008,18,UNIDADES
2020,1828,13354,10,UNIDADES
2020,1828,15008,25,UNIDADES
2021,1828,19517,10,UNIDADES
2020,1828,13534,4,UNIDADES
2020,1828,36071,1,UNIDADES
2020,1828,12857,2,UNIDADES
2020,1828,4709,1,UNIDADES
2020,1828,11540,25,UNIDADES
2020,1828,31016,1,UNIDADES
2020,1828,23981,20,UNIDADES
2020,1828,12403,5,UNIDADES
2020,1828,13219,136,UNIDADES
2021,1828,12219,5,UNIDADES
2021,1828,18314,10,UNIDADES
2021,1828,13852,10,UNIDADES
2021,1828,14310,15,UNIDADES
2021,1828,29436,1,UNIDADES
