anio,iditem,monto_estandar,cantidad_estandar,unidad_estandar
2017,4475,6,1260,LITROS
2017,4475,19,1020,LITROS
2017,4475,19,1560,LITROS
2017,4475,9,80,LITROS
2017,4475,9,121.5,LITROS
2017,4475,9,81,LITROS
2017,4475,6,100,LITROS
2017,4475,7,10,LITROS
2017,4475,6,860,LITROS
2017,4475,9,67.5,LITROS
2017,4475,9,40.5,LITROS
2017,4475,6,30,LITROS
2018,4475,5,2400,LITROS
2018,4475,8,1680,LITROS
2018,4475,8,3000,LITROS
2017,4475,6,600,LITROS
2017,4475,6,31500,LITROS
2017,4475,6,120,LITROS
2017,4475,6,660,LITROS
2017,4475,5,20000,LITROS
2017,4475,9,135,LITROS
2017,4475,6,280,LITROS
2017,4475,6,240,LITROS
2017,4475,8,60,LITROS
2017,4475,9,27,LITROS
2017,4475,7,200,LITROS
2017,4475,6,160,LITROS
2017,4475,6,700,LITROS
2017,4475,9,13.5,LITROS
2017,4475,9,40.5,LITROS
2017,4475,9,4320,LITROS
2017,4475,5,130000,LITROS
2017,4475,7,48,LITROS
2017,4475,7,540,LITROS
2017,4475,7,680,LITROS
2017,4475,7,680,LITROS
2017,4475,7,540,LITROS
2017,4475,7,620,LITROS
2017,4475,8,1600,LITROS
2017,4475,8,1348,LITROS
2017,4475,5,24000,LITROS
2017,4475,12,1185,LITROS
2017,4475,12,900,LITROS
2017,4475,20,2,LITROS
2017,4475,8,60,LITROS
2017,4475,4,240,LITROS
2017,4475,7,720,LITROS
2017,4475,7,800,LITROS
2017,4475,7,100,LITROS
2017,4475,81,240,LITROS
2017,4475,5,1980,LITROS
2017,4475,8,54,LITROS
2017,4475,9,81,LITROS
2017,4475,9,54,LITROS
2017,4475,7,540,LITROS
2017,4475,4,6600,LITROS
2017,4475,137,18,LITROS
2017,4475,137,30,LITROS
2018,4475,5,7200,LITROS
2017,4475,9,40.5,LITROS
2017,4475,9,27,LITROS
2017,4475,8,36,LITROS
2017,4475,5,16000,LITROS
2017,4475,4,32000,LITROS
2017,4475,14,18,LITROS
2017,4475,17,8,LITROS
2018,4475,46,400,LITROS
2017,4475,7,1060,LITROS
2017,4475,4,70000,LITROS
2017,4475,11,1068,LITROS
2017,4475,7,600,LITROS
2017,4475,9,135,LITROS
2017,4475,9,81,LITROS
2017,4475,32,60,LITROS
2017,4475,9,6.75,LITROS
2017,4475,7,300,LITROS
2017,4475,7,600,LITROS
2017,4475,7,132,LITROS
2017,4475,7,60,LITROS
2017,4475,26,30,LITROS
2017,4475,6,60,LITROS
2017,4475,136,30,LITROS
2017,4475,136,18,LITROS
2017,4475,65,60,LITROS
2017,4475,7,260,LITROS
2017,4475,8,50,LITROS
2017,4475,6,240,LITROS
2018,4475,5,280000,LITROS
2017,4475,10,70000,LITROS
2017,4475,5,80000,LITROS
2017,4475,10,100000,LITROS
2017,4475,5,800,LITROS
2017,4475,92,20,LITROS
2017,4475,7,1580,LITROS
2017,4475,7,240,LITROS
2017,4475,135,30,LITROS
2017,4475,7,840,LITROS
2017,4475,7,320,LITROS
2017,4475,7,200,LITROS
2017,4475,5,18,LITROS
2017,4475,24,3.5999999,LITROS
2017,4475,5,400,LITROS
2017,4475,5,1200,LITROS
2017,4475,7,260,LITROS
2017,4475,10,83400,LITROS
2017,4475,10,47400,LITROS
2017,4475,5,24000,LITROS
2017,4475,6,3000,LITROS
2017,4475,7,260,LITROS
2017,4475,15,270,LITROS
2017,4475,7,200,LITROS
2017,4475,5,13000,LITROS
2017,4475,12,32,LITROS
2017,4475,11,36,LITROS
2017,4475,136,30,LITROS
2017,4475,136,12,LITROS
2017,4475,9,162,LITROS
2017,4475,9,81,LITROS
2017,4475,9,60,LITROS
2017,4475,16,1440,LITROS
2017,4475,7,200,LITROS
2017,4475,136,30,LITROS
2017,4475,136,12,LITROS
2017,4475,26,2.4000001,LITROS
2017,4475,8,4.5,LITROS
2017,4475,7,300,LITROS
2018,4475,10,3312,LITROS
2018,4475,5,450,LITROS
2018,4475,6,34100,LITROS
2018,4475,7,1200,LITROS
2018,4475,10,3024,LITROS
2017,4475,7,2120,LITROS
2017,4475,7,640,LITROS
2017,4475,7,300,LITROS
2017,4475,9,135,LITROS
2017,4475,9,81,LITROS
2017,4475,7,280,LITROS
2017,4475,6,804,LITROS
2017,4475,7,280,LITROS
2017,4475,7,480,LITROS
2017,4475,7,20,LITROS
2017,4475,7,132,LITROS
2017,4475,7,720,LITROS
2017,4475,7,120,LITROS
2018,4475,19,198,LITROS
2018,4475,6,120,LITROS
2018,4475,8,7680,LITROS
2018,4475,7,1920,LITROS
2018,4475,37,480,LITROS
2018,4475,44,240,LITROS
2018,4475,6,860,LITROS
2018,4475,9,40.5,LITROS
2018,4475,9,27,LITROS
2018,4475,7,132,LITROS
2018,4475,6,740,LITROS
2018,4475,7,272400,LITROS
2018,4475,132,30,LITROS
2018,4475,132,18,LITROS
2018,4475,5,804,LITROS
2018,4475,6,200,LITROS
2018,4475,6,780,LITROS
2018,4475,5,460,LITROS
2018,4475,6,1720,LITROS
2018,4475,6,660,LITROS
2018,4475,29,15,LITROS
2018,4475,25,30,LITROS
2018,4475,5,804,LITROS
2018,4475,6,5300,LITROS
2018,4475,15,90,LITROS
2018,4475,6,54,LITROS
2018,4475,17,160,LITROS
2018,4475,18,80,LITROS
2018,4475,104,1920,LITROS
2018,4475,9,13.5,LITROS
2018,4475,7,60,LITROS
2018,4475,6,6000,LITROS
2018,4475,11,4800,LITROS
2018,4475,7,2000,LITROS
2018,4475,6,50,LITROS
2018,4475,8,5,LITROS
2018,4475,6,22000,LITROS
2018,4475,6,8000,LITROS
2018,4475,6,2180,LITROS
2018,4475,9,108,LITROS
2018,4475,9,67.5,LITROS
2018,4475,6,29620,LITROS
2018,4475,6,2180,LITROS
2018,4475,36,480,LITROS
2018,4475,7,1795.5,LITROS
2018,4475,5,120,LITROS
2018,4475,7,2800,LITROS
2018,4475,7,1080,LITROS
2018,4475,6,560,LITROS
2018,4475,131,40,LITROS
2018,4475,7,300,LITROS
2018,4475,8,720,LITROS
2018,4475,6,380,LITROS
2018,4475,7,84,LITROS
2018,4475,6,880,LITROS
2018,4475,48,20,LITROS
2018,4475,7,7200,LITROS
2018,4475,7,320,LITROS
2018,4475,23,1020,LITROS
2018,4475,23,1560,LITROS
2018,4475,7,760,LITROS
2018,4475,7,96,LITROS
2018,4475,9,60,LITROS
2018,4475,140,12,LITROS
2018,4475,140,9,LITROS
2018,4475,7,600,LITROS
2018,4475,7,1700,LITROS
2018,4475,47,60,LITROS
2018,4475,7,3120,LITROS
2018,4475,7,1020,LITROS
2018,4475,30,60,LITROS
2018,4475,38,8,LITROS
2018,4475,70,12,LITROS
2018,4475,5,8000,LITROS
2018,4475,9,108,LITROS
2018,4475,9,81,LITROS
2018,4475,5,13760,LITROS
2018,4475,16,6,LITROS
2018,4475,21,18,LITROS
2018,4475,8,48,LITROS
2018,4475,6,1500,LITROS
2018,4475,6,8000,LITROS
2019,4475,17,9690,LITROS
2018,4475,7,60,LITROS
2018,4475,7,1795.5,LITROS
2018,4475,5,120,LITROS
2018,4475,7,2800,LITROS
2018,4475,7,1080,LITROS
2018,4475,7,360,LITROS
2018,4475,7,168,LITROS
2018,4475,7,960,LITROS
2018,4475,7,340,LITROS
2018,4475,12,22.5,LITROS
2018,4475,6,13500,LITROS
2018,4475,18,360,LITROS
2018,4475,6,18900,LITROS
2018,4475,18,432,LITROS
2018,4475,4,5160,LITROS
2018,4475,5,22000,LITROS
2018,4475,7,560,LITROS
2018,4475,12,4134,LITROS
2018,4475,7,108,LITROS
2018,4475,6,780,LITROS
2018,4475,6,220,LITROS
2018,4475,103,6,LITROS
2018,4475,10,270,LITROS
2018,4475,7,540,LITROS
2018,4475,5,120,LITROS
2018,4475,21,32.400002,LITROS
2018,4475,7,1350,LITROS
2018,4475,6,340,LITROS
2018,4475,9,162,LITROS
2018,4475,9,108,LITROS
2018,4475,5,16000,LITROS
2018,4475,107,8,LITROS
2018,4475,7,1800,LITROS
2018,4475,4,40000,LITROS
2018,4475,9,27,LITROS
2018,4475,9,121.5,LITROS
2018,4475,9,81,LITROS
2018,4475,5,460,LITROS
2018,4475,12,27,LITROS
2018,4475,6,2040,LITROS
2018,4475,5,38000,LITROS
2018,4475,4,144,LITROS
2018,4475,5,1440,LITROS
2018,4475,5,2400,LITROS
2018,4475,6,8000,LITROS
2018,4475,7,2000,LITROS
2018,4475,6,1480,LITROS
2018,4475,10,144,LITROS
2018,4475,6,600,LITROS
2018,4475,10,1152,LITROS
2018,4475,43,182.25,LITROS
2018,4475,43,117,LITROS
2018,4475,9,108,LITROS
2018,4475,9,81,LITROS
2018,4475,6,960,LITROS
2018,4475,7,156,LITROS
2018,4475,7,72,LITROS
2018,4475,6,680,LITROS
2018,4475,19,1650,LITROS
2018,4475,11,2.24,LITROS
2018,4475,23,18,LITROS
2018,4475,10,1224,LITROS
2018,4475,6,24000,LITROS
2018,4475,10,888,LITROS
2018,4475,6,30000,LITROS
2018,4475,128,6,LITROS
2018,4475,6,540,LITROS
2018,4475,9,4320,LITROS
2018,4475,15,6,LITROS
2018,4475,8,60,LITROS
2019,4475,5,2600,LITROS
2018,4475,19,48,LITROS
2018,4475,11,360,LITROS
2018,4475,6,1000,LITROS
2018,4475,7,156,LITROS
2018,4475,6,540,LITROS
2018,4475,5,130000,LITROS
2018,4475,9,135,LITROS
2018,4475,9,54,LITROS
2018,4475,6,2100,LITROS
2018,4475,49,11,LITROS
2018,4475,8,562.5,LITROS
2018,4475,7,760,LITROS
2018,4475,15,50,LITROS
2018,4475,9,2,LITROS
2018,4475,28,20.25,LITROS
2018,4475,22,1020,LITROS
2018,4475,22,1560,LITROS
2018,4475,8,60,LITROS
2018,4475,6,10000,LITROS
2018,4475,15,4,LITROS
2018,4475,27,48,LITROS
2018,4475,5,4000,LITROS
2018,4475,6,540,LITROS
2018,4475,7,460,LITROS
2018,4475,26,14,LITROS
2018,4475,6,1100,LITROS
2018,4475,27,250,LITROS
2018,4475,9,1300,LITROS
2018,4475,9,1250,LITROS
2018,4475,22,30,LITROS
2018,4475,9,108,LITROS
2018,4475,9,81,LITROS
2018,4475,15,360,LITROS
2018,4475,7,620,LITROS
2018,4475,7,144,LITROS
2018,4475,7,4000,LITROS
2018,4475,7,860,LITROS
2018,4475,6,2400,LITROS
2018,4475,6,2400,LITROS
2018,4475,16,270,LITROS
2018,4475,6,220,LITROS
2019,4475,6,804,LITROS
2018,4475,7,132,LITROS
2018,4475,7,620,LITROS
2018,4475,6,1420,LITROS
2018,4475,7,200,LITROS
2018,4475,14,44,LITROS
2018,4475,8,24,LITROS
2018,4475,20,1800,LITROS
2018,4475,5,72,LITROS
2018,4475,7,800,LITROS
2018,4475,9,121.5,LITROS
2018,4475,9,81,LITROS
2018,4475,7,60,LITROS
2018,4475,11,144,LITROS
2018,4475,10,144,LITROS
2018,4475,7,240,LITROS
2018,4475,28,50,LITROS
2018,4475,146,30,LITROS
2018,4475,146,18,LITROS
2018,4475,7,200,LITROS
2018,4475,5,14500,LITROS
2018,4475,5,20000,LITROS
2019,4475,10,5000,LITROS
2019,4475,5,480,LITROS
2019,4475,6,66000,LITROS
2019,4475,6,1320,LITROS
2019,4475,10,4000,LITROS
2018,4475,5,35200,LITROS
2018,4475,90,27,LITROS
2018,4475,6,25,LITROS
2019,4475,5,104000,LITROS
2018,4475,7,132,LITROS
2018,4475,7,860,LITROS
2018,4475,9,121.5,LITROS
2018,4475,9,81,LITROS
2018,4475,6,1180,LITROS
2018,4475,18,24,LITROS
2018,4475,11,996,LITROS
2018,4475,7,280,LITROS
2018,4475,7,340,LITROS
2018,4475,7,360,LITROS
2018,4475,7,260,LITROS
2018,4475,7,320,LITROS
2019,4475,5,240,LITROS
2018,4475,60,67.5,LITROS
2018,4475,14,100,LITROS
2018,4475,6,160,LITROS
2018,4475,18,48,LITROS
2018,4475,146,30,LITROS
2018,4475,146,18,LITROS
2018,4475,5,18000,LITROS
2018,4475,7,340,LITROS
2018,4475,9,189,LITROS
2018,4475,9,135,LITROS
2018,4475,53,14,LITROS
2018,4475,7,100,LITROS
2018,4475,5,15000,LITROS
2018,4475,13,900,LITROS
2018,4475,7,340,LITROS
2018,4475,6,2560,LITROS
2018,4475,13,135,LITROS
2018,4475,7,200,LITROS
2018,4475,7,600,LITROS
2018,4475,11,1400,LITROS
2018,4475,23,180,LITROS
2018,4475,7,340,LITROS
2018,4475,132,12,LITROS
2018,4475,139,10,LITROS
2018,4475,93,15,LITROS
2018,4475,6,12000,LITROS
2018,4475,9,135,LITROS
2018,4475,9,108,LITROS
2018,4475,6,900,LITROS
2018,4475,6,834,LITROS
2018,4475,7,280,LITROS
2018,4475,4,120,LITROS
2018,4475,7,228,LITROS
2018,4475,7,1280,LITROS
2018,4475,7,560,LITROS
2018,4475,116,10,LITROS
2019,4475,9,60,LITROS
2019,4475,5,12000,LITROS
2019,4475,8,8000,LITROS
2019,4475,7,1920,LITROS
2019,4475,34,240,LITROS
2019,4475,6,380,LITROS
2019,4475,7,625,LITROS
2019,4475,12,225,LITROS
2019,4475,8,12000,LITROS
2019,4475,6,240,LITROS
2019,4475,5,1248,LITROS
2019,4475,5,7200,LITROS
2019,4475,5,240,LITROS
2019,4475,7,5620,LITROS
2019,4475,5,120,LITROS
2019,4475,5,100,LITROS
2019,4475,20,2100,LITROS
2019,4475,6,280,LITROS
2019,4475,5,8500,LITROS
2019,4475,6,360,LITROS
2019,4475,6,700,LITROS
2019,4475,7,273600,LITROS
2019,4475,7,156,LITROS
2019,4475,4,120,LITROS
2019,4475,22,1800,LITROS
2019,4475,6,300,LITROS
2019,4475,51,6,LITROS
2019,4475,64,6,LITROS
2019,4475,9,121.5,LITROS
2019,4475,9,67.5,LITROS
2019,4475,7,60,LITROS
2019,4475,5,7000,LITROS
2019,4475,7,300,LITROS
2019,4475,10,18,LITROS
2019,4475,4,300,LITROS
2019,4475,9,94.5,LITROS
2019,4475,9,54,LITROS
2019,4475,5,13440,LITROS
2019,4475,10,4800,LITROS
2019,4475,6,2000,LITROS
2019,4475,5,6000,LITROS
2019,4475,6,28000,LITROS
2019,4475,5,1480,LITROS
2019,4475,7,340,LITROS
2019,4475,6,680,LITROS
2019,4475,7,180,LITROS
2019,4475,80,240,LITROS
2019,4475,6,30,LITROS
2019,4475,7,5,LITROS
2019,4475,11,12,LITROS
2019,4475,8,18,LITROS
2019,4475,24,100,LITROS
2019,4475,7,360,LITROS
2019,4475,7,200,LITROS
2019,4475,6,200,LITROS
2019,4475,15,18,LITROS
2019,4475,11,13.5,LITROS
2019,4475,21,36,LITROS
2019,4475,28,4.8000002,LITROS
2019,4475,7,168,LITROS
2019,4475,7,420,LITROS
2019,4475,6,440,LITROS
2019,4475,38,1020,LITROS
2019,4475,38,1560,LITROS
2019,4475,7,300,LITROS
2019,4475,7,200,LITROS
2019,4475,9,135,LITROS
2019,4475,9,81,LITROS
2019,4475,5,8500,LITROS
2019,4475,6,222,LITROS
2019,4475,6,1320,LITROS
2019,4475,8,270,LITROS
2019,4475,8,594,LITROS
2019,4475,6,500,LITROS
2019,4475,8,60,LITROS
2019,4475,104,1920,LITROS
2019,4475,5,8000,LITROS
2019,4475,6,1200,LITROS
2019,4475,7,320,LITROS
2019,4475,6,34000,LITROS
2019,4475,6,10000,LITROS
2019,4475,6,1506,LITROS
2019,4475,5,1760,LITROS
2019,4475,7,660,LITROS
2019,4475,19,100,LITROS
2019,4475,6,460,LITROS
2019,4475,5,1760,LITROS
2019,4475,5,27000,LITROS
2019,4475,9,162,LITROS
2019,4475,9,135,LITROS
2019,4475,7,360,LITROS
2019,4475,5,18000,LITROS
2019,4475,8,60,LITROS
2019,4475,18,96,LITROS
2019,4475,7,60,LITROS
2019,4475,7,660,LITROS
2019,4475,14,1977,LITROS
2019,4475,14,1926,LITROS
2019,4475,9,400,LITROS
2019,4475,7,360,LITROS
2019,4475,7,36,LITROS
2019,4475,27,48,LITROS
2019,4475,7,27,LITROS
2019,4475,6,1960,LITROS
2019,4475,6,580,LITROS
2019,4475,21,1800,LITROS
2019,4475,7,200,LITROS
2019,4475,22,755,LITROS
2019,4475,18,906,LITROS
2019,4475,4,340,LITROS
2019,4475,7,280,LITROS
2019,4475,30,36,LITROS
2019,4475,9,135,LITROS
2019,4475,9,108,LITROS
2019,4475,5,8500,LITROS
2019,4475,18,6724.7998,LITROS
2019,4475,6,13500,LITROS
2019,4475,17,360,LITROS
2019,4475,6,18900,LITROS
2019,4475,17,432,LITROS
2019,4475,4,5148,LITROS
2019,4475,5,22000,LITROS
2019,4475,7,480,LITROS
2019,4475,6,6,LITROS
2019,4475,64,6.75,LITROS
2019,4475,8,60,LITROS
2019,4475,7,84,LITROS
2019,4475,7,84,LITROS
2019,4475,7,480,LITROS
2019,4475,7,320,LITROS
2019,4475,9,6000,LITROS
2019,4475,5,1440,LITROS
2019,4475,13,36,LITROS
2019,4475,17,45,LITROS
2019,4475,9,162,LITROS
2019,4475,9,148.5,LITROS
2019,4475,7,340,LITROS
2019,4475,3,1800,LITROS
2019,4475,142,13.5,LITROS
2019,4475,7,280,LITROS
2019,4475,8,60,LITROS
2019,4475,10,54,LITROS
2019,4475,7,60,LITROS
2019,4475,38,1020,LITROS
2019,4475,38,1560,LITROS
2020,4475,6,354,LITROS
2020,4475,6,354,LITROS
2019,4475,7,1200,LITROS
2019,4475,7,216,LITROS
2019,4475,13,1140,LITROS
2019,4475,7,340,LITROS
2019,4475,12,135,LITROS
2019,4475,12,108,LITROS
2019,4475,6,940,LITROS
2019,4475,7,340,LITROS
2019,4475,6,420,LITROS
2019,4475,6,1540,LITROS
2019,4475,7,300,LITROS
2019,4475,56,4.5,LITROS
2019,4475,56,4.5,LITROS
2019,4475,10,165,LITROS
2019,4475,5,1440,LITROS
2019,4475,10,1500,LITROS
2019,4475,10,1500,LITROS
2019,4475,8,2592,LITROS
2019,4475,6,100,LITROS
2019,4475,6,480,LITROS
2019,4475,25,12,LITROS
2019,4475,12,162,LITROS
2019,4475,12,135,LITROS
2019,4475,18,906,LITROS
2019,4475,22,755,LITROS
2019,4475,6,260,LITROS
2019,4475,5,1340,LITROS
2019,4475,7,72,LITROS
2019,4475,6,800,LITROS
2019,4475,7,60,LITROS
2019,4475,5,8500,LITROS
2019,4475,8,2100,LITROS
2019,4475,9,672,LITROS
2019,4475,9,480,LITROS
2019,4475,9,528,LITROS
2019,4475,6,340,LITROS
2019,4475,6,300,LITROS
2019,4475,13,90,LITROS
2019,4475,12,750,LITROS
2019,4475,6,400,LITROS
2019,4475,9,108,LITROS
2019,4475,9,135,LITROS
2019,4475,6,360,LITROS
2019,4475,5,12,LITROS
2019,4475,31,13.5,LITROS
2019,4475,4,315,LITROS
2019,4475,29,180,LITROS
2019,4475,6,2440,LITROS
2019,4475,36,175.5,LITROS
2019,4475,6,780,LITROS
2019,4475,7,360,LITROS
2019,4475,85,37.5,LITROS
2019,4475,9,121.5,LITROS
2019,4475,9,135,LITROS
2019,4475,5,18000,LITROS
2019,4475,5,1200,LITROS
2019,4475,16,50,LITROS
2019,4475,7,340,LITROS
2019,4475,15,1998,LITROS
2019,4475,7,192,LITROS
2019,4475,6,820,LITROS
2019,4475,8,60,LITROS
2019,4475,10,1189.5,LITROS
2019,4475,18,126,LITROS
2019,4475,6,72,LITROS
2019,4475,6,600,LITROS
2019,4475,9,48,LITROS
2019,4475,7,340,LITROS
2019,4475,7,280,LITROS
2019,4475,22,24,LITROS
2019,4475,5,1120,LITROS
2019,4475,7,660,LITROS
2019,4475,32,405,LITROS
2019,4475,7,320,LITROS
2019,4475,6,33660,LITROS
2019,4475,5,1200,LITROS
2019,4475,3,4000,LITROS
2019,4475,8,660,LITROS
2019,4475,7,400,LITROS
2019,4475,16,50,LITROS
2019,4475,5,600,LITROS
2019,4475,7,400,LITROS
2019,4475,113,4.5,LITROS
2019,4475,6,660,LITROS
2019,4475,27,405,LITROS
2019,4475,7,200,LITROS
2019,4475,7,340,LITROS
2019,4475,9,108,LITROS
2019,4475,9,81,LITROS
2019,4475,63,9,LITROS
2020,4475,5,130000,LITROS
2019,4475,7,300,LITROS
2019,4475,8,60,LITROS
2019,4475,6,36,LITROS
2019,4475,14,180,LITROS
2019,4475,14,1357.2,LITROS
2019,4475,7,360,LITROS
2019,4475,7,720,LITROS
2019,4475,19,468,LITROS
2019,4475,6,2596,LITROS
2019,4475,6,770,LITROS
2019,4475,6,2134,LITROS
2019,4475,7,156,LITROS
2019,4475,7,840,LITROS
2019,4475,25,22.5,LITROS
2019,4475,39,33.75,LITROS
2019,4475,6,2684,LITROS
2019,4475,6,72,LITROS
2019,4475,5,1800,LITROS
2019,4475,5,20160,LITROS
2019,4475,7,360,LITROS
2019,4475,7,300,LITROS
2019,4475,7,300,LITROS
2019,4475,7,100,LITROS
2019,4475,36,100,LITROS
2019,4475,8,60,LITROS
2019,4475,16,4,LITROS
2019,4475,6,726,LITROS
2019,4475,10,50,LITROS
2019,4475,9,121.5,LITROS
2019,4475,9,81,LITROS
2019,4475,6,3146,LITROS
2019,4475,7,144,LITROS
2019,4475,7,1020,LITROS
2019,4475,7,660,LITROS
2019,4475,5,8000,LITROS
2019,4475,54,8,LITROS
2019,4475,5,30,LITROS
2019,4475,92,27,LITROS
2019,4475,7,360,LITROS
2019,4475,7,1180,LITROS
2019,4475,7,50,LITROS
2019,4475,7,50,LITROS
2019,4475,16,489.60001,LITROS
2019,4475,16,900,LITROS
2019,4475,9,2712,LITROS
2019,4475,6,11760,LITROS
2019,4475,9,2712,LITROS
2019,4475,7,5184,LITROS
2019,4475,7,240,LITROS
2019,4475,7,200,LITROS
2019,4475,5,1320,LITROS
2019,4475,10,1189.5,LITROS
2019,4475,10,1189.5,LITROS
2019,4475,8,60,LITROS
2019,4475,7,360,LITROS
2019,4475,22,24,LITROS
2020,4475,6,1440,LITROS
2019,4475,7,400,LITROS
2019,4475,31,90,LITROS
2019,4475,31,90,LITROS
2019,4475,9,108,LITROS
2019,4475,9,81,LITROS
2019,4475,7,380,LITROS
2019,4475,7,1125,LITROS
2019,4475,30,480,LITROS
2019,4475,7,340,LITROS
2019,4475,17,6724.7998,LITROS
2019,4475,30,43.200001,LITROS
2019,4475,7,240,LITROS
2019,4475,6,2046,LITROS
2019,4475,6,572,LITROS
2019,4475,7,320,LITROS
2019,4475,7,72,LITROS
2019,4475,9,60,LITROS
2019,4475,7,84,LITROS
2019,4475,7,760,LITROS
2019,4475,5,900,LITROS
2019,4475,6,23000,LITROS
2019,4475,5,2400,LITROS
2019,4475,5,4640,LITROS
2019,4475,9,72,LITROS
2019,4475,7,380,LITROS
2019,4475,5,104000,LITROS
2019,4475,6,4000,LITROS
2019,4475,7,100,LITROS
2019,4475,50,65.25,LITROS
2019,4475,7,360,LITROS
2019,4475,7,260,LITROS
2020,4475,15,1482,LITROS
2020,4475,6,380,LITROS
2020,4475,6,340,LITROS
2020,4475,6,4000,LITROS
2020,4475,7,1800,LITROS
2020,4475,7,60,LITROS
2020,4475,24,57,LITROS
2020,4475,6,2618,LITROS
2020,4475,6,760,LITROS
2020,4475,31,46.799999,LITROS
2020,4475,4,21500,LITROS
2020,4475,6,280,LITROS
2020,4475,7,144,LITROS
2020,4475,6,920,LITROS
2020,4475,10,4000,LITROS
2020,4475,6,4000,LITROS
2020,4475,8,360,LITROS
2020,4475,6,24000,LITROS
2020,4475,6,700,LITROS
2020,4475,5,240,LITROS
2020,4475,5,30000,LITROS
2020,4475,18,10800,LITROS
2020,4475,5,15000,LITROS
2020,4475,8,168.75,LITROS
2020,4475,6,273600,LITROS
2020,4475,6,12560,LITROS
2020,4475,6,72,LITROS
2020,4475,9,27,LITROS
2020,4475,9,13.5,LITROS
2020,4475,6,2260,LITROS
2020,4475,6,360,LITROS
2020,4475,5,5000,LITROS
2020,4475,6,9000,LITROS
2020,4475,9,27,LITROS
2020,4475,9,13.5,LITROS
2020,4475,8,60,LITROS
2020,4475,6,660,LITROS
2020,4475,6,400,LITROS
2020,4475,6,1000,LITROS
2020,4475,7,132,LITROS
2020,4475,4,18000,LITROS
2020,4475,9,200,LITROS
2020,4475,9,150,LITROS
2020,4475,6,200,LITROS
2020,4475,6,200,LITROS
2020,4475,6,960,LITROS
2020,4475,9,168,LITROS
2020,4475,6,7680,LITROS
2020,4475,5,12000,LITROS
2020,4475,9,54,LITROS
2020,4475,9,40.5,LITROS
2020,4475,6,6700,LITROS
2020,4475,5,7200,LITROS
2020,4475,7,400,LITROS
2020,4475,7,160,LITROS
2020,4475,6,1700,LITROS
2020,4475,134,1,LITROS
2020,4475,9,204,LITROS
2020,4475,44,20,LITROS
2020,4475,6,160,LITROS
2020,4475,6,320,LITROS
2020,4475,6,3523.5,LITROS
2020,4475,8,450,LITROS
2020,4475,143,72,LITROS
2020,4475,64,690,LITROS
2020,4475,7,120,LITROS
2020,4475,7,680,LITROS
2020,4475,6,540,LITROS
2020,4475,7,1340,LITROS
2020,4475,6,6700,LITROS
2020,4475,33,35,LITROS
2020,4475,4,16760,LITROS
2020,4475,6,20000,LITROS
2020,4475,6,360,LITROS
2020,4475,6,220,LITROS
2020,4475,60,4.5,LITROS
2020,4475,7,200,LITROS
2020,4475,29,13.8,LITROS
2020,4475,5,1240,LITROS
2020,4475,19,6000,LITROS
2020,4475,6,8000,LITROS
2020,4475,6,1940,LITROS
2020,4475,7,60,LITROS
2020,4475,6,580,LITROS
2020,4475,133,106.8,LITROS
2020,4475,6,216,LITROS
2020,4475,9,1800,LITROS
2020,4475,5,26400,LITROS
2020,4475,9,1200,LITROS
2020,4475,6,864,LITROS
