anio,iditem,monto_estandar,cantidad_estandar,unidad_estandar
2020,1798,34,200,UNIDADES
2020,1798,10,200,UNIDADES
2020,1798,19,100,UNIDADES
2020,1798,4,2000,UNIDADES
2020,1798,50,1490,UNIDADES
2020,1798,24,100,UNIDADES
2020,1798,3,2000,UNIDADES
2021,1798,2,24000,UNIDADES
2020,1798,5,1000,UNIDADES
2020,1798,2,4000,UNIDADES
2020,1798,2,12000,UNIDADES
2020,1798,2,600,UNIDADES
2020,1798,12,700,UNIDADES
2020,1798,2,1000,UNIDADES
2020,1798,36,200,UNIDADES
2020,1798,50,5,UNIDADES
2020,1798,6,2500,UNIDADES
2020,1798,3,2000,UNIDADES
2020,1798,12,100,UNIDADES
2020,1798,3,2600,UNIDADES
2020,1798,50,300,UNIDADES
2020,1798,4,7500,UNIDADES
2020,1798,12,100,UNIDADES
2020,1798,12,50,UNIDADES
2020,1798,22,200,UNIDADES
2020,1798,6,500,UNIDADES
2020,1798,5,1000,UNIDADES
2020,1798,2,6000,UNIDADES
2020,1798,11,200,UNIDADES
2020,1798,6,1000,UNIDADES
2020,1798,9,1500,UNIDADES
2020,1798,3,200,UNIDADES
2020,1798,12,100,UNIDADES
2020,1798,25,50,UNIDADES
2020,1798,3,10000,UNIDADES
2020,1798,2,15000,UNIDADES
2020,1798,3,500,UNIDADES
2020,1798,25,300,UNIDADES
2020,1798,25,200,UNIDADES
2020,1798,25,500,UNIDADES
2020,1798,2,2000,UNIDADES
2020,1798,2,2000,UNIDADES
2020,1798,5,2000,UNIDADES
2020,1798,6,3500,UNIDADES
2020,1798,4,100,UNIDADES
2020,1798,2,7500,UNIDADES
2020,1798,7,2000,UNIDADES
2020,1798,6,700,UNIDADES
2020,1798,43,50,UNIDADES
2020,1798,45,10,UNIDADES
2020,1798,4,2000,UNIDADES
2020,1798,1,16600,UNIDADES
2020,1798,6,1500,UNIDADES
2020,1798,103,50,UNIDADES
2020,1798,32,112,UNIDADES
2020,1798,4,200,UNIDADES
2021,1798,2,200,UNIDADES
2020,1798,2,16000,UNIDADES
2020,1798,2,3000,UNIDADES
2020,1798,1,22700,UNIDADES
2020,1798,12,100,UNIDADES
2020,1798,45,500,UNIDADES
2020,1798,2,15000,UNIDADES
2020,1798,3,700,UNIDADES
2021,1798,3,500,UNIDADES
2020,1798,4,1750,UNIDADES
2020,1798,2,7500,UNIDADES
2020,1798,5,2000,UNIDADES
2020,1798,7,500,UNIDADES
2020,1798,1,3000,UNIDADES
2020,1798,16,10,UNIDADES
2020,1798,4,1000,UNIDADES
2020,1798,3,1000,UNIDADES
2020,1798,2,4000,UNIDADES
2020,1798,3,1000,UNIDADES
2020,1798,2,600,UNIDADES
2020,1798,23,100,UNIDADES
2020,1798,5,50,UNIDADES
2020,1798,2,6000,UNIDADES
2020,1798,86,7,UNIDADES
2020,1798,4,1000,UNIDADES
2020,1798,7,200,UNIDADES
2020,1798,6,1000,UNIDADES
2020,1798,11,24900,UNIDADES
2020,1798,5,2000,UNIDADES
2021,1798,4,4000,UNIDADES
2020,1798,3,10000,UNIDADES
2020,1798,6,1500,UNIDADES
2020,1798,7,1000,UNIDADES
2020,1798,103,50,UNIDADES
2020,1798,7,150,UNIDADES
2020,1798,50,500,UNIDADES
2020,1798,30,1700,UNIDADES
2020,1798,4,500,UNIDADES
2021,1798,26,150,UNIDADES
2021,1798,26,80,UNIDADES
2020,1798,23,250,UNIDADES
2021,1798,2,11500,UNIDADES
2020,1798,63,200,UNIDADES
2021,1798,2,4000,UNIDADES
2020,1798,55,500,UNIDADES
2021,1798,2,4000,UNIDADES
2020,1798,4,15000,UNIDADES
2020,1798,23,100,UNIDADES
2020,1798,43,50,UNIDADES
2021,1798,1,200,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,109,6,UNIDADES
2021,1798,1,30000,UNIDADES
2021,1798,7,300000,UNIDADES
2021,1798,2,25000,UNIDADES
2021,1798,1,1000,UNIDADES
2021,1798,2,2000,UNIDADES
2021,1798,1,1000,UNIDADES
2021,1798,6,1000,UNIDADES
2021,1798,6,1000,UNIDADES
2021,1798,6,1000,UNIDADES
2021,1798,1,60000,UNIDADES
2021,1798,102,3,UNIDADES
2021,1798,1,80000,UNIDADES
2021,1798,9,50000,UNIDADES
2021,1798,12,12000,UNIDADES
2021,1798,97,2000,UNIDADES
2021,1798,102,2000,UNIDADES
2021,1798,17,8000,UNIDADES
2021,1798,3,600,UNIDADES
2021,1798,1,10000,UNIDADES
2021,1798,2,18000,UNIDADES
2021,1798,5,3000,UNIDADES
2021,1798,1,3500,UNIDADES
2021,1798,1,240000,UNIDADES
2021,1798,1,15000,UNIDADES
2021,1798,30,1000,UNIDADES
2021,1798,2,800,UNIDADES
2021,1798,1,3600,UNIDADES
2021,1798,2,1500,UNIDADES
2021,1798,3,500,UNIDADES
2021,1798,1,80000,UNIDADES
2021,1798,1,5000,UNIDADES
2021,1798,1,80000,UNIDADES
2021,1798,1,3000,UNIDADES
2021,1798,35,600,UNIDADES
2021,1798,1,1000,UNIDADES
2021,1798,1,25000,UNIDADES
2021,1798,1,4000,UNIDADES
2021,1798,39,50,UNIDADES
2021,1798,3,360000,UNIDADES
2021,1798,1,600,UNIDADES
2021,1798,6,1500,UNIDADES
2021,1798,44,900,UNIDADES
2021,1798,1,10000,UNIDADES
2021,1798,1,8000,UNIDADES
2021,1798,2,500,UNIDADES
2021,1798,1,5000,UNIDADES
2021,1798,110,4,UNIDADES
2021,1798,48,600,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,5,3000,UNIDADES
2021,1798,1,45000,UNIDADES
2021,1798,2,1250,UNIDADES
2021,1798,2,4000,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,22,250,UNIDADES
2021,1798,1,4000,UNIDADES
2021,1798,17,250,UNIDADES
2021,1798,1,500000,UNIDADES
2021,1798,1,28500,UNIDADES
2021,1798,4,350,UNIDADES
2021,1798,6,100,UNIDADES
2021,1798,1,10000,UNIDADES
2021,1798,17,6000,UNIDADES
2021,1798,3,4000,UNIDADES
2021,1798,1,5000,UNIDADES
2021,1798,4,600,UNIDADES
2021,1798,1,87000,UNIDADES
2021,1798,1,60000,UNIDADES
2021,1798,1,1000,UNIDADES
2021,1798,22,250,UNIDADES
2021,1798,1,20000,UNIDADES
2021,1798,26,500,UNIDADES
2021,1798,6,2000,UNIDADES
2021,1798,2,4000,UNIDADES
2021,1798,1,3000,UNIDADES
2021,1798,26,1000,UNIDADES
2021,1798,1,25000,UNIDADES
2021,1798,5,200,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,58,500,UNIDADES
2021,1798,5,3000,UNIDADES
2021,1798,1,3500,UNIDADES
2021,1798,2,2000,UNIDADES
2021,1798,2,1500,UNIDADES
2021,1798,6,1500,UNIDADES
2021,1798,1,240000,UNIDADES
2021,1798,46,35,UNIDADES
2021,1798,1,25700,UNIDADES
2021,1798,2,2000,UNIDADES
2021,1798,24,1490,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,1,499700,UNIDADES
2021,1798,61,25,UNIDADES
2021,1798,1,20000,UNIDADES
2021,1798,31,15,UNIDADES
2021,1798,1,5000,UNIDADES
2021,1798,2,2000,UNIDADES
2021,1798,1,6000,UNIDADES
2021,1798,2,2000,UNIDADES
2021,1798,2,2000,UNIDADES
2021,1798,1,500,UNIDADES
2021,1798,1,500,UNIDADES
2021,1798,2,1500,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,2,2000,UNIDADES
2021,1798,2,200,UNIDADES
2021,1798,64,50,UNIDADES
2021,1798,26,4,UNIDADES
2021,1798,20,450,UNIDADES
2021,1798,2,500,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,2,4000,UNIDADES
2021,1798,73,1,UNIDADES
2021,1798,2,200,UNIDADES
2021,1798,38,50,UNIDADES
2021,1798,1,700,UNIDADES
2021,1798,28,800,UNIDADES
2021,1798,23,74,UNIDADES
2021,1798,29,500,UNIDADES
2021,1798,1,20000,UNIDADES
2021,1798,20,300,UNIDADES
2021,1798,2,300,UNIDADES
2021,1798,42,60,UNIDADES
2021,1798,2,1700,UNIDADES
2021,1798,36,100,UNIDADES
2021,1798,1,4000,UNIDADES
2021,1798,54,90,UNIDADES
2021,1798,54,50,UNIDADES
2021,1798,1,2000,UNIDADES
2021,1798,23,10,UNIDADES
2021,1798,2,500,UNIDADES
2021,1798,80,30,UNIDADES
2021,1798,12,3000,UNIDADES
2021,1798,31,550,UNIDADES
2021,1798,61,25,UNIDADES
2021,1798,23,100,UNIDADES
2021,1798,2,500,UNIDADES
2021,1798,23,14,UNIDADES
2021,1798,1,100,UNIDADES
2021,1798,10,3200,UNIDADES
2021,1798,1,1500,UNIDADES
2021,1798,1,150,UNIDADES
2021,1798,1,1500,UNIDADES
2021,1798,1,4000,UNIDADES
2021,1798,17,103,UNIDADES
2021,1798,18,200,UNIDADES
2021,1798,31,15,UNIDADES
2021,1798,46,20,UNIDADES
2021,1798,1,60000,UNIDADES
2021,1798,54,40,UNIDADES
2021,1798,38,2,UNIDADES
2021,1798,47,3,UNIDADES
2018,1798,30,120,UNIDADES
2018,1798,30,120,UNIDADES
2018,1798,21,10,UNIDADES
2019,1798,25,12,UNIDADES
2020,1798,9,5000,UNIDADES
2020,1798,3,2000,UNIDADES
2020,1798,9,18600,UNIDADES
2020,1798,14,1000,UNIDADES
2020,1798,12,20000,UNIDADES
2020,1798,17,9000,UNIDADES
2020,1798,12,4500,UNIDADES
2020,1798,11,25000,UNIDADES
2020,1798,12,10000,UNIDADES
2020,1798,24,18000,UNIDADES
2020,1798,9,90000,UNIDADES
2020,1798,12,10000,UNIDADES
2020,1798,44,5000,UNIDADES
2020,1798,17,10000,UNIDADES
2020,1798,26,5000,UNIDADES
2020,1798,13,1500,UNIDADES
2020,1798,13,1500,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,15,20000,UNIDADES
2020,1798,9,2000,UNIDADES
2020,1798,13,2000,UNIDADES
2020,1798,13,1500,UNIDADES
2020,1798,18,2000,UNIDADES
2020,1798,24,2500,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,16,1000,UNIDADES
2020,1798,27,600,UNIDADES
2020,1798,21,2000,UNIDADES
2020,1798,2,7000,UNIDADES
2020,1798,22,2000,UNIDADES
2020,1798,51,1000,UNIDADES
2021,1798,16,32500,UNIDADES
2021,1798,22,2000,UNIDADES
2021,1798,12,6800,UNIDADES
2021,1798,12,1,UNIDADES
2021,1798,21,1500,UNIDADES
2021,1798,12,7000,UNIDADES
2021,1798,20,4000,UNIDADES
2021,1798,16,32500,UNIDADES
2021,1798,25,5000,UNIDADES
