anio,iditem,monto_estandar,cantidad_estandar,unidad_estandar
2019,7682,1939,1,UNIDADES
2019,7682,1540,10,UNIDADES
2019,7682,2547,2,UNIDADES
2019,7682,1199,1,UNIDADES
2019,7682,470,2,UNIDADES
2020,7682,593,4,UNIDADES
2019,7682,238,2,UNIDADES
2019,7682,1160,2,UNIDADES
2020,7682,1102,3,UNIDADES
2020,7682,1599,1,UNIDADES
2020,7682,1199,4,UNIDADES
2020,7682,699,5,UNIDADES
2020,7682,507,100,UNIDADES
2020,7682,1750,30,UNIDADES
2020,7682,196,10,UNIDADES
2020,7682,1093,15,UNIDADES
2020,7682,131,500,UNIDADES
2020,7682,219,300,UNIDADES
2020,7682,143,36,UNIDADES
2020,7682,328,1000,UNIDADES
2020,7682,1822,3,UNIDADES
2020,7682,253,10,UNIDADES
2020,7682,1995,4,UNIDADES
2020,7682,2542,2,UNIDADES
2020,7682,2542,2,UNIDADES
2020,7682,2542,2,UNIDADES
2020,7682,533,4,UNIDADES
2020,7682,619,1,UNIDADES
2020,7682,542,10,UNIDADES
2020,7682,1038,50,UNIDADES
2020,7682,1209,3,UNIDADES
2020,7682,457,1,UNIDADES
2020,7682,2329,2,UNIDADES
2020,7682,564,3,UNIDADES
2020,7682,1156,4,UNIDADES
2020,7682,1710,1,UNIDADES
2020,7682,2374,1,UNIDADES
2020,7682,1775,1,UNIDADES
2020,7682,487,2,UNIDADES
2020,7682,487,2,UNIDADES
2020,7682,1680,2,UNIDADES
2020,7682,991,3,UNIDADES
2020,7682,1380,1,UNIDADES
2020,7682,503,1,UNIDADES
2020,7682,289,10,UNIDADES
2020,7682,405,10,UNIDADES
2020,7682,1393,1,UNIDADES
2020,7682,379,10,UNIDADES
2020,7682,129,1,UNIDADES
2020,7682,402,4,UNIDADES
2020,7682,690,6,UNIDADES
2020,7682,2151,2,UNIDADES
2020,7682,1107,3,UNIDADES
2020,7682,1978,5,UNIDADES
2020,7682,2151,2,UNIDADES
2020,7682,873,10,UNIDADES
2020,7682,458,2,UNIDADES
2020,7682,407,10,UNIDADES
2021,7682,266,36,UNIDADES
2021,7682,2917,2,UNIDADES
2021,7682,975,2,UNIDADES
2021,7682,1122,1,UNIDADES
2021,7682,650,7,UNIDADES
2021,7682,675,4,UNIDADES
2021,7682,282,10,UNIDADES
2021,7682,285,4,UNIDADES
2021,7682,704,10,UNIDADES
2021,7682,2454,28,UNIDADES
2021,7682,1255,1,UNIDADES
2021,7682,1290,1,UNIDADES
2021,7682,656,2,UNIDADES
2021,7682,1612,1,UNIDADES
2021,7682,122,10,UNIDADES
2021,7682,290,30,UNIDADES
2021,7682,554,1,UNIDADES
2021,7682,2437,1,UNIDADES
2021,7682,639,1,UNIDADES
2021,7682,554,10,UNIDADES
2021,7682,1566,1,UNIDADES
2021,7682,192,3,UNIDADES
2021,7682,2088,6,UNIDADES
2021,7682,2088,6,UNIDADES
2021,7682,2088,6,UNIDADES
2021,7682,156,6,UNIDADES
2021,7682,475,2,UNIDADES
2021,7682,188,4,UNIDADES
2021,7682,506,3,UNIDADES
2021,7682,856,1,UNIDADES
2021,7682,2083,5,UNIDADES
2021,7682,837,4,UNIDADES
2021,7682,588,1,UNIDADES
2021,7682,1136,6,UNIDADES
2021,7682,232,10,UNIDADES
2021,7682,167,20,UNIDADES
2021,7682,1136,6,UNIDADES
2021,7682,232,10,UNIDADES
2021,7682,2774,6,UNIDADES
2021,7682,2141,2,UNIDADES
2021,7682,346,150,UNIDADES
